@relation MyTestRelation

@attribute class {joy,trust,vigour,anger,confusion,fear,anticipation,depression,surprise,fatigue,tension,disgust}			
@attribute tweetcontent string

@data
joy,'The Mahayuti Government has taken special care of agriculture and irrigation in Maharashtra.\n\nWhen farmers asked Congress-NCP leaders for water in irrigation projects they got vulgar and unparliamentary answers.\n\nWhen farmers asked for help, Congress-NCP gave them bullets. https://t.co/fop78rdE9C'
joy,'Who knows the political wind better than a seasoned politician like Sharad Pawar Ji. \n\nFirst he said he will contest elections then backed out! \n\nFamily fights have put his NCP in a state of chaos. \n\nCongress-NCP have no hope left in Maharashtra. https://t.co/iVlsHyPQNj'
vigour,'In Wardha, the temperature was high but so was the enthusiasm! \n\nI thank all those who came to bless us. \n\nIt is evident that Maharashtra trusts NDA and is all set to vote for our alliance in the upcoming polls. @BJP4Maharashtra @ShivSena https://t.co/jAIEpGpf88'
joy,'Andhra Pradesh says in one voice- end TDP misrule. Change is coming in AP! Watch from Rajahmundry. https://t.co/hVpe7BqeSH'
joy,'This complex mission involved first flight of PSLV-QL variant with 4 strap-on motors and the entire mission was carried out in 3 different orbits. India provides reliable launch services for even increasingly complex missions.'
joy,'Congratulations to the scientists at @ISRO for the successful PSLV C-45 launch which has put our EMISAT satellite and 28 satellites from 4 countries (USA, Switzerland, Lithuania, Spain) in their respective orbits.'
joy,'Alliance of BJP-Shiv Sena-RPI(A) will take Maharashtra to new heights. Watch the rally in Wardha. https://t.co/eKHazLqSyZ'
joy,'T 3138 - my efforts in saving this elephant .. we got her out of bondage and gave her an independent life .. sadly we lost her today ..\nhttps://t.co/pCWR1yxRcV https://t.co/ps2sJCmCY7'
anger,'Remembering #AjitWadekar Sir on his birth anniversary. Thank you so much for guiding the Indian team and me at a critical stage of my career. https://t.co/aL1EgmhGdk'
trust,'Changes like these make you feel it’s all worthwhile ?? https://t.co/6H6NdPSAUk'
trust,'filled with pride for this girl .. well done .. just did a video campaign on this shall put it up ?? https://t.co/7biWxPjKIt'
trust,'T 3138 -\nWell done .. !! Proud to be associated with you ..\n Video link: https://t.co/hQM6N30cL7'
joy,'It’s always a good idea to start young, their bodies are agile and flexible...a little push now will go a long way later. #MondayMotivation #FitIndia https://t.co/2qd34iUOU1'
joy,'T 3138 - My wishes to Divyansh Pandit effort .. a nomination at Awards . .. all the best .. ??\n\nhttps://t.co/ypYNa7Cufm'
trust,'goodness .. thats a long time ago .. and that help that comes to give me paper is my aide Praveen Jain .. and I start a film, today to help him as Producer .. he still works with me .. been with me for almost 35 years .. https://t.co/8FtVjcqnsm'
joy,'I bow to His Holiness Dr. Sree Sree Sree Sivakumara Swamigalu on his Jayanti. \n\nHe lives in our hearts and minds. \n\nHis noble ideals and ideas motivate lakhs of people. https://t.co/mss8sWTnhJ'
joy,'Utkala Dibasa greetings to my sisters and brothers of Odisha. https://t.co/3KAOO0eHIf'
joy,'T 3137 - Russian Singer  : “ I can afford it , but I don’t want the win at any cost . I do not want to put my foot at anyone’s chest “ \n\n victory is often self-evident  .. being genuine will always remain so .. and thus would shine with its glory …\n\n~ from Ef https://t.co/XR98LbtLuf'
joy,'any ideas or figures ..?? https://t.co/6MvqHqfiI1'
joy,'hain ..!!? https://t.co/PZWCzsxsQS'
joy,'The conduct of our Opposition has angered India. \n\nTheir repeated questioning of our forces, mocking our scientists will never be accepted. \n\nFor me, elections will come and go, India’s interests will always be my priority. https://t.co/tPtQODIu9X'
fear,'Your vote in 2014:\n\nBrought fear among the corrupt. \n\nBrought accountability among those who looted.\n\nEnsured those who cheated the nation are on bail.\n\nWith your vote in 2019, they will head to the place where they really belong, where every looter and criminal should be. https://t.co/HucKSz3P80'
joy,'India came together and said in one voice- #MainBhiChowkidar.\n\nA big thank you to all those who took part in the programmes across India! \n\nYour blessings and affection are a source of immense strength. https://t.co/Z2qcB5MbRr'
joy,'Watching @jbairstow21 & @davidwarner31 bat. Must say everything about their partnership has been extraordinary. Some serious shots and hard running between the wickets in this heat. Truly remarkable...\n\n#SRHvRCB https://t.co/X4Xl1fpfv1'
vigour,'We are all Chowkidars, committed to a strong & prosperous India. Watch the #MainBhiChowkidar programme. https://t.co/XAMy76Uph4'
joy,'good one .. https://t.co/ZqPdqcwGXR'
vigour,'this is amazing and so emotional .. thank you Srinagar .. https://t.co/U7WpTn0Vih'
joy,'RT @ManishK89979565: Yeeeeeeeeeeeeeehhhhhhhhhh??\n#BadlaCrosses125Crores Worldwide...????????\nBBBAAADDDUUUMMMBBBAAA..!!\n????????????\nCongrat…'
joy,'Shamitabh .. Piku .. Wazir .. Teen ..\nPink .. Sarkar 3 .. 102 Not Out .. Thugs of Hindostan .... \nthats a lot of work in a few years .. reminds me of old times when we had as many in ONE year .. !! https://t.co/34VNVSN9O5'
joy,'Addressing the Rashtriya Sammelan of the newly started channel, @TV9Bharatvarsh. Watch. https://t.co/NgeKthEWDg'
trust,'My first ever #jonasbrothers show. And it was incredible!!! I\'m so proud of these guys!! #Family????\n@nickjonas @joejonas @kevinjonas @DeniseJonas @FrankieJonas https://t.co/R2eEP2BGSu'
joy,'There are lakhs of Chowkidars in every part of India. \n\nHere is where you can join a #MainBhiChowkidar programme nearest to your place of stay. \n\nSee you this evening! https://t.co/87zAQ9eJN9'
joy,'Am sure the community of vibrant professionals, especially youngsters will enliven the #MainBhiChowkidar programme with their presence. \n\nThese professionals energise and strengthen India. It is their hardwork that is powering the rise of a New India in the 21st century.'
joy,'The day we were most looking forward to is here!\n\nAt 5 PM, lakhs of Chowkidars from different parts of India will interact in the historic #MainBhiChowkidar programme. \n\nThis is an interaction you must not miss. \n\nWatch it live on the NaMoApp or NaMo TV. https://t.co/XXKkLUuE7X'
joy,'T 3136 - What an amazing IPL game tonight DC v KKR .. and what a super over .. ! We were biting our nails gripping everything around .. and the players were as cool as cucumber !\nErr .. cucumber , right ?'
joy,'A gratifying day in the Northeast.\n\nThis is a region Congress ignored for decades. They also mock the culture of the Northeast particularly local customs. \n\nBond between BJP & Northeast will get stronger in the coming days. \n\nHere are highlights from today’s rallies. https://t.co/vXAsJQm8yh'
joy,'I asked the people of Assam:\n\nWill those who are opposed to India ever work for Assam?\n\nWill those who are neck deep in votebank politics ever protect the culture of Assam? \n\nHere is what the people of Assam said... https://t.co/OZrRSyNXij'
joy,'Even the large ground in Gohpur was too small to accommodate the number of people who joined us at the rally.\n\nThank you Assam! @BJP4Assam https://t.co/XjrIGHadOB'
fear,'Moran has overwhelmed me with the record affection. \n\nAt the @BJP4Assam rally, talked at length about NDA Government’s development agenda, vision for the Northeast and how Assam’s growth has increased under the BJP-led Government. \n\nHere are some pictures. https://t.co/gTTZRz8EBw'
joy,'The strongest ally of Congress is corruption. \n\nWherever there’s Congress, a scam isn’t far behind. \n\nThere is no place for such a culture in India anymore. https://t.co/9FoWsItL3K'
joy,'Totally disconnected from people, Congress failed to improve connectivity in Arunachal Pradesh. \n\nThe NDA Government connected Arunachal Pradesh and thus, transformed the lives of many. https://t.co/ZmVsoZdudV'
joy,'In neglecting aspirations of the Northeast, no party can match Congress’ ‘impeccable’ track record.\n\nThey left villages without infrastructure, homes without electricity & kitchens without gas. \n\nThings have changed. BJP is ensuring that fruits of progress reach people. https://t.co/m7ey5umkDV'
joy,'Arunachal Pradesh represents the best of India’s culture and traditions. The people of this land are known for their valour and patriotism. \n\nToday in Aalo, I urged my sisters and brothers of Arunachal Pradesh to bless the BJP so that we can work even harder for the state. https://t.co/vYzrAzNo0f'
joy,'Come here to Gohpur and see how much affection people have for BJP! Addressing a huge public meeting. https://t.co/lYb0bQI7GF'
joy,'Euphoric atmosphere in Moran. Assam’s support for BJP remains strong. Watch. https://t.co/ATOLIdVNHK'
joy,'Immense support for BJP in Arunachal Pradesh. Watch my speech at Aalo. https://t.co/7rvmSVbeyh'
joy,'OK .. so this is a fine figure for a 77 year old , worn out , has been .. thank you well wishers, audience and lovers of cinema .. !???? https://t.co/jf56r04zAk'
joy,'In case you missed it, sharing highlights from yesterday’s campaign in Odisha, Telangana and Andhra Pradesh. https://t.co/I02r5a7kNx'
joy,'Would be addressing a rally in Aalo, Arunachal Pradesh today. Over the last few years, the @BJP4Arunachal Government in the state has done exceptional work in various sectors. I will request the people of the state to bless BJP in the Lok Sabha and Vidhan Sabha polls.'
vigour,'.. humbled and gratitude filed .. https://t.co/zAEfID2x5e'
trust,'Scared of accountability and sure of a certain defeat, U-Turn Babu has closed ranks with those on bail. https://t.co/m4ljCa5kAp'
joy,'Dear citizens of Andhra Pradesh,\n\nStrengthened by your blessings, your Chowkidar has been able to do a lot for the state. \n\nI  seek your blessings yet again, so that more can be done. https://t.co/IxtZqdXMba'
surprise,'Do you know which party is the best friend of TRS?\n\nWith friends like those, can public interest ever be served? https://t.co/BwcWFpxFED'
fear,'Sought support for BJP at the rally in Mahbubnagar. \n\nThe haste with which the Telangana Assembly was dissolved is inversely proportional to the speed with which the state got Ministers to work. \n\nFor TRS, dynasty and astrology come before working for citizens. https://t.co/hSx43qgNGi'
joy,'RT @republic: #ModiSpeaksToBharat | They see statesmanship in Pakistan PM\'s statements and they doubt their own PM. The people should recog…'
joy,'RT @republic: #ModiSpeaksToBharat | People have given me a job, I have no right to live for myself. I will live for the country, for howeve…'
joy,'RT @republic: #ModiSpeaksToBharat | When I talk about development, the Opposition goes to another topic. This is a government that works 24…'
joy,'RT @republic: #ModiSpeaksToBharat | Previous governments used defence deals as their ATMs. They could not imagine that deals can be done wi…'
joy,'Guided by petty politics, the Odisha Government refuses to allow the people of the state to avail benefits of NDA Government’s welfare measures for farmers and tribal communities. \n\nSuch a Government should not remain in office any longer. https://t.co/kLLz7CsH6W'
joy,'Andhra Pradesh is tired of TDP misrule. AP wants change. AP wants BJP. Speaking in Kurnool. https://t.co/KtdiHNfb0B'
trust,'RT @prashantkawadia: Gurudev @SrBachchan Sir please look at this #AmitabhBachchan Ji Tatoo on @RajibMittra Ji\'s hand https://t.co/U3jLGWpsB7'
fear,'Hello Mahbubnagar! Speaking about BJP’s development agenda at the rally here. Watch. https://t.co/nSzbpFQcuc'
joy,'These images from Koraput demonstrate the tremendous support for BJP in Odisha.\n\nPeople of Odisha are tired of mining mafia, chit fund scams,misgovernance & inability to solve issues relating to health & education.\n\nOdisha is set to reject BJD. Congress is nowhere in the picture! https://t.co/VpB9xo5LxY'
joy,'Answered questions on a wide range of issues in this interview with Arnab Goswami. #ModiSpeaksToBharat https://t.co/49kKUoaIKi'
joy,'Happy to be in Odisha. Watch my speech in Koraput. https://t.co/mi2PCQuvnl'
